OID_,NRI_ID,RegionName,STATEABBRV,STATEFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,EAL_SCORE,EAL_RATNG,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,AVLN_EVNTS,AVLN_EXP_AREA,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,AVLN_ALRB,AVLN_ALRP,AVLN_ALR_NPCTL,CFLD_EVNTS,CFLD_EXP_AREA,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_ALRB,CFLD_ALRP,CFLD_ALR_NPCTL,CWAV_EVNTS,CWAV_EXP_AREA,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_ALRB,CWAV_ALRP,CWAV_ALRA,CWAV_ALR_NPCTL,DRGT_EVNTS,DRGT_EXP_AREA,DRGT_EXPA,DRGT_EXPT,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_ALRA,DRGT_ALR_NPCTL,ERQK_EVNTS,ERQK_EXP_AREA,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_ALRB,ERQK_ALRP,ERQK_ALR_NPCTL,HAIL_EVNTS,HAIL_EXP_AREA,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_ALRB,HAIL_ALRP,HAIL_ALRA,HAIL_ALR_NPCTL,HWAV_EVNTS,HWAV_EXP_AREA,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_ALRB,HWAV_ALRP,HWAV_ALRA,HWAV_ALR_NPCTL,HRCN_EVNTS,HRCN_EXP_AREA,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_ALRB,HRCN_ALRP,HRCN_ALRA,HRCN_ALR_NPCTL,ISTM_EVNTS,ISTM_EXP_AREA,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_ALRB,ISTM_ALRP,ISTM_ALR_NPCTL,LNDS_EVNTS,LNDS_EXP_AREA,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_ALRB,LNDS_ALRP,LNDS_ALR_NPCTL,LTNG_EVNTS,LTNG_EXP_AREA,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_ALRB,LTNG_ALRP,LTNG_ALR_NPCTL,RFLD_EVNTS,RFLD_EXP_AREA,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,RFLD_ALRB,RFLD_ALRP,RFLD_ALRA,RFLD_ALR_NPCTL,SWND_EVNTS,SWND_EXP_AREA,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_ALRB,SWND_ALRP,SWND_ALRA,SWND_ALR_NPCTL,TRND_EVNTS,TRND_EXP_AREA,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_ALRB,TRND_ALRP,TRND_ALRA,TRND_ALR_NPCTL,TSUN_EVNTS,TSUN_EXP_AREA,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,TSUN_ALRB,TSUN_ALRP,TSUN_ALR_NPCTL,VLCN_EVNTS,VLCN_EXP_AREA,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,VLCN_ALRB,VLCN_ALRP,VLCN_ALR_NPCTL,WFIR_EVNTS,WFIR_EXP_AREA,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_ALRB,WFIR_ALRP,WFIR_ALRA,WFIR_ALR_NPCTL,WNTW_EVNTS,WNTW_EXP_AREA,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL,NRI_VER
1,S01,Alabama,AL,1,5014878,9.31279E+11,6859651997,52949.28,75,Relatively High,1284654551,903382429.8,30.61552772,355140121.6,26131999.81,0.000970045,6.10494E-06,0.003809523,66.07142857,,,,,,,,,,,,Not Applicable,,,,,26.55698519,17419505136,59889.88689,6.94723E+11,7.12142E+11,331546.912,0.01805161,209398.6715,540945.5834,27.02702703,Very Low,3.56013E-07,3.59961E-09,24.32432432,5,52187.13229,2.08554E+11,1136972,1.31889E+13,2600611152,1.34E+13,15225.42724,0.21960631,2547433.192,1325820.284,3888478.903,50,Relatively Low,1.63489E-08,4.3791E-08,0.000193278,46.42857143,1953,52187.13229,1249754089,1249754089,6492625.399,6492625.399,60.37735849,Relatively Low,0.000946495,49.05660377,,52949.28,9.31263E+11,5024279,5.82816E+13,5.92129E+13,51361491.6,1.175419908,13634870.93,64996362.53,66.07142857,Relatively Low,5.51516E-05,2.718883875,53.57142857,111,52187.13229,9.31279E+11,5014878,5.81726E+13,6859651997,5.91107E+13,3955358.582,0.128622856,1492025.127,173228.7448,5620612.454,45.28301887,Relatively Low,4.24723E-06,2.56483E-08,2.52533E-05,37.73584906,72,52187.13229,9.31279E+11,5014877.993,5.81726E+13,6859651995,5.91107E+13,159387.2737,3.44569986,39970118.38,21159.36206,40150665.02,75,Relatively High,1.71149E-07,6.87095E-07,3.08461E-06,75,114,52187.13229,9.30814E+11,5011758.357,5.81364E+13,6838081970,5.9074E+13,589651558,1.790978672,20775352.59,17070744.42,627497655,83.33333333,Relatively Moderate,0.000633163,3.57133E-07,0.002488573,83.33333333,31,52187.13229,9.3009E+11,5009574.943,5.81111E+13,5.90412E+13,2114756.302,0.102775729,1192198.459,3306954.761,34,Relatively Low,2.27081E-06,2.04942E-08,18,12,592.3358492,2.54187E+11,1429185.353,1.65786E+13,1.68327E+13,1489177.379,0.108354817,1256915.879,2746093.258,56.8627451,Relatively Moderate,1.59907E-06,2.16067E-08,31.37254902,2002,52949.28,9.31279E+11,5014878,5.81726E+13,5.91039E+13,2216188.037,2.161576021,25074281.84,27290469.88,87.75510204,Relatively High,2.37973E-06,4.31033E-07,89.79591837,,949.2891036,38155920746,154878.1519,1.79659E+12,571069782.2,1.83531E+12,61496111.52,2.22252919,25781338.6,383489.4667,87660939.59,66.07142857,Relatively Moderate,6.60341E-05,4.43187E-07,5.59051E-05,62.5,85,52187.13229,9.31279E+11,5014878,5.81726E+13,6859651997,5.91107E+13,14021714.99,1.612266883,18702295.84,258639.0722,32982649.9,54.71698113,Relatively Moderate,1.50564E-05,3.21497E-07,3.77044E-05,66.03773585,2027,52949.28,9.31279E+11,5014878,5.81726E+13,6859651997,5.91107E+13,169663630.3,17.36487005,201432492.6,394856.9398,371490979.8,86.79245283,Relatively High,0.000182184,3.46267E-06,5.75622E-05,84.90566038,,,,,,,,,,,,Insufficient Data,,,,,,,,,,,,,,,Not Applicable,,,,,1029.987701,90828600239,526814.2005,6.11104E+12,579003438.4,6.20245E+12,6612455.065,0.060921544,706689.9154,1029.047705,7320174.028,41.17647059,Very Low,7.1004E-06,1.21482E-08,1.50015E-07,39.21568627,65,52187.13229,9.28308E+11,5010730.949,5.81245E+13,6859647222,5.90596E+13,293828.4406,0.203854275,2364709.59,10407.07114,2668945.102,41.07142857,Relatively Moderate,3.15511E-07,4.06499E-08,1.51714E-06,32.14285714,Mar-23
2,S02,Alaska,AK,2,731719,1.79066E+11,80660337,672485.3,25,Relatively Low,201087679.4,157477690.5,3.758213879,43595281,14707.91614,0.000879438,5.13614E-06,0.000182344,60.71428571,144,494508.813,21000000,105,1218000000,1239000000,11607.80677,0.677882155,7863432.998,7875040.805,73.33333333,Relatively High,6.48241E-08,9.26424E-07,93.33333333,,1.259690749,1499339255,3844.618097,44597569922,46096909177,79250.12306,0.001702986,19754.63755,99004.76061,21.62162162,Very Low,4.42574E-07,2.32738E-09,18.91891892,232,587893.2117,36554605668,158327.8679,1.8366E+12,11919218,1.87317E+12,3333.875762,0.181735279,2108129.233,4660.725841,2116123.834,41.07142857,Relatively Low,1.86181E-08,2.48368E-07,5.77821E-05,73.21428571,147,587893.2117,242353.3407,242353.3407,4.665301916,4.665301916,7.547169811,Very Low,5.78389E-08,7.547169811,,672485.3,1.79064E+11,733391,8.50734E+12,8.6864E+12,120717305.7,2.496971424,28964868.52,149682174.2,76.78571429,Relatively Moderate,0.000674149,39.58468828,85.71428571,1,587893.2117,1.79066E+11,731719,8.48794E+12,80660337,8.66709E+12,15005.03035,0.000790721,9172.358556,396.0521253,24573.44103,5.660377358,Very Low,8.3796E-08,1.08063E-09,4.91012E-06,7.547169811,0,587893.2117,0,0,0,0,0,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,,,,,,,,,,,,,,Not Applicable,,,,,1,587893.2117,1.79043E+11,731679.0022,8.48748E+12,8.66652E+12,9021.490107,0.016724151,194000.1502,203021.6403,8,Very Low,5.03807E-08,2.2856E-08,16,,,,,,,,,,,,Insufficient Data,,,,,,,,,,,,,,,Insufficient Data,,,,,8.541439561,5235771571,16035.03598,1.86006E+11,6491509.708,1.91249E+11,6300659.893,0.108579337,1259520.307,8749.541234,7568929.741,12.5,Relatively Low,3.51862E-05,1.48389E-07,0.000108474,35.71428571,1,587893.2117,1.79066E+11,731719,8.48794E+12,80660337,8.66709E+12,33.06682129,4.21747E-06,48.9226803,0,81.98950159,1.886792453,Very Low,1.84663E-10,5.764E-12,0,1.886792453,3,672485.3,1.79066E+11,731719,8.48794E+12,80660337,8.66709E+12,737.1867275,4.45082E-05,516.295448,0.742740081,1254.224916,1.886792453,Very Low,4.11684E-09,6.0827E-11,9.20824E-09,1.886792453,129,4.524960752,5043681804,14546.46456,1.68739E+11,1.73783E+11,515863.9884,0.003980804,46177.32146,562041.3099,77.77777778,Relatively High,2.88086E-06,5.44035E-09,77.77777778,44,27.56922541,17046902276,54408.52544,6.31139E+11,6.48186E+11,5474005.59,0.041623811,482836.2089,5956841.799,72.72727273,Relatively Moderate,3.05697E-05,5.6885E-08,90.90909091,,74.62429535,34633623999,141401.6868,1.64026E+12,15256978.51,1.67491E+12,24334323.23,0.146653,1701174.8,707.2272342,26036205.25,68.62745098,Relatively Low,0.000135896,2.00423E-07,8.76797E-06,82.35294118,1765,587893.2117,1.78488E+11,728587.2672,8.45161E+12,61192376,8.63016E+12,16543.4744,0.081521486,945649.2427,188.9616621,962381.6788,28.57142857,Relatively Low,9.23875E-08,1.11411E-07,2.34268E-06,66.07142857,Mar-23
3,S04,Arizona,AZ,4,7144933,1.21075E+12,4418227707,115135.74,37.5,Relatively Moderate,521618270.7,315890254,12.73457997,147721127.6,58006889.08,0.000260905,1.78232E-06,0.013128995,10.71428571,0,16145.98994,1000000,5,58000000,59000000,47.483807,0.003182717,36919.52184,36967.00565,6.666666667,Very Low,3.9219E-11,4.45451E-10,20,,,,,,,,,,,,Not Applicable,,,,2,115135.7097,39114993065,192741.9134,2.23581E+12,50436564.3,2.27497E+12,7047.596827,0.017575453,203875.2604,4182.798479,215105.6557,26.78571429,Very Low,5.82087E-09,2.45985E-09,9.46714E-07,21.42857143,3990,115135.7097,2055236969,2055236969,42529904.02,42529904.02,94.33962264,Relatively High,0.00962601,94.33962264,,115135.74,1.21073E+12,7151502,8.29574E+13,8.41682E+13,86094927.5,2.411347121,27971626.6,114066554.1,75,Relatively Low,7.11089E-05,3.914889978,58.92857143,8,115135.7097,1.21075E+12,7144933,8.28812E+13,4418227707,8.40964E+13,10963215.2,0.010425879,120940.1938,15009.71278,11099165.11,60.37735849,Relatively Low,9.05492E-06,1.4592E-09,3.39722E-06,49.05660377,501,115135.7097,1.16442E+12,6885916.954,7.98766E+13,4383501037,8.10454E+13,7849.991819,5.672245615,65798049.14,4661611.023,70467510.15,85.71428571,Relatively High,6.48359E-09,7.93884E-07,0.001055086,80.35714286,5,64420.48631,1.07561E+12,6444745.92,7.47591E+13,4197898573,7.58389E+13,309013.7449,8.6079E-05,998.5163992,14238.12188,324250.3832,9.523809524,Very Low,2.55226E-07,1.2048E-11,3.22259E-06,7.142857143,0,53838.33607,99560149671,529807,6.14576E+12,6.24532E+12,1493.176271,0.023406568,271516.1851,273009.3614,10,Very Low,1.23327E-09,3.27597E-09,4,32,192.0677652,1.26138E+11,578313.4271,6.70844E+12,6.83457E+12,1124839.497,0.04216317,489092.7678,1613932.265,25.49019608,Relatively Low,9.29046E-07,5.90113E-09,13.7254902,710,115135.74,1.21075E+12,7144933,8.28812E+13,8.4092E+13,429179.054,1.271202486,14745948.84,15175127.89,61.2244898,Relatively Moderate,3.54475E-07,1.77917E-07,40.81632653,,533.5271791,36364120613,150031.8623,1.74037E+12,1504843301,1.77824E+12,12491434.99,2.759746935,32013064.44,10740582.83,55245082.26,48.21428571,Relatively Moderate,1.03171E-05,3.86252E-07,0.002430971,42.85714286,16,115135.7097,1.21075E+12,7144933,8.28812E+13,4418227707,8.40964E+13,6080807.35,0.148327896,1720603.589,8175.667858,7809586.607,37.73584906,Relatively Low,5.02236E-06,2.07599E-08,1.85044E-06,26.41509434,163,115135.74,1.21075E+12,7144933,8.28812E+13,4418227707,8.40964E+13,3784162.292,0.271945213,3154564.473,17456.38027,6956183.145,24.52830189,Very Low,3.12548E-06,3.80613E-08,3.95099E-06,11.32075472,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,Not Applicable,,,,,500.698238,1.36405E+11,702826.9342,8.15279E+12,771199100.7,8.28997E+12,194583130.8,0.025976357,301325.7369,15728.52655,194900185,94.11764706,Relatively High,0.000160713,3.63563E-09,3.55992E-06,88.23529412,417,115135.7097,1.09976E+12,6449766.418,7.48173E+13,1512145381,7.59186E+13,13105.32234,0.076948481,892602.382,0.002103159,905707.7065,26.78571429,Relatively Low,1.08242E-08,1.07697E-08,4.76E-13,17.85714286,Mar-23
4,S05,Arkansas,AR,5,3007951,5.31642E+11,11069543507,53735.26,58.92857143,Relatively Moderate,807875898.8,377349744.3,33.42876249,387773644.9,42752509.63,0.000709782,1.11135E-05,0.003862175,78.57142857,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,Not Applicable,,,,4,53735.25987,3.8075E+11,2184336.995,2.53383E+13,6133566509,2.57252E+13,61586.67095,1.190628467,13811290.22,7797087.81,21669964.7,73.21428571,Relatively Moderate,1.15842E-07,3.95827E-07,0.000704373,80.35714286,1477,53735.25987,3232975374,3232975374,17232329.39,17232329.39,75.47169811,Relatively Moderate,0.001556734,67.9245283,,53735.26,5.31632E+11,3011524,3.49337E+13,3.54653E+13,116006021.8,5.329889129,61826713.9,177832735.7,82.14285714,Relatively Moderate,0.000218203,20.55442854,76.78571429,167,53735.25987,5.31642E+11,3007951,3.48922E+13,11069543507,3.54349E+13,23872666.05,0.076117159,882959.0463,2368898.304,27124523.4,69.81132075,Relatively Moderate,4.49037E-05,2.53053E-08,0.000214001,81.13207547,251,53735.25987,5.31642E+11,3007950.532,3.48922E+13,11069543503,3.54349E+13,28714.37465,3.335200941,38688330.92,17259.42822,38734304.72,71.42857143,Relatively High,5.40108E-08,1.10879E-06,1.55918E-06,91.07142857,27,53735.25987,5.29551E+11,3000518.861,3.4806E+13,10759052762,3.53463E+13,6986517.639,0.007248665,84084.51361,1946209.19,9016811.343,35.71428571,Very Low,1.31414E-05,2.40984E-09,0.000175817,38.0952381,83,53735.25987,5.31538E+11,3007059.654,3.48819E+13,3.54134E+13,58710837.15,0.226594418,2628495.247,61339332.4,96,Very High,0.000110433,7.53318E-08,100,7,342.2263256,1.24872E+11,716205.3543,8.30798E+12,8.43285E+12,874287.4072,0.119810067,1389796.782,2264084.19,49.01960784,Relatively Low,1.64451E-06,3.98311E-08,60.78431373,1886,53735.26,5.31642E+11,3007951,3.48922E+13,3.54239E+13,1624338.703,1.020820761,11841520.82,13465859.53,53.06122449,Relatively Moderate,3.05533E-06,3.39374E-07,83.67346939,,4465.221173,30638280328,139379.3399,1.6168E+12,2084279894,1.64952E+12,29346155.19,4.696030218,54473950.53,12381844.14,96201949.86,71.42857143,Relatively Moderate,5.51991E-05,1.56121E-06,0.001118551,85.71428571,115,53735.25987,5.31642E+11,3007951,3.48922E+13,11069543507,3.54349E+13,21176872.4,2.579922861,29927105.19,136716.8213,51240694.41,69.81132075,Relatively Moderate,3.9833E-05,8.57701E-07,1.23507E-05,86.79245283,1605,53735.26,5.31642E+11,3007951,3.48922E+13,11069543507,3.54349E+13,81588209.72,14.57349062,169052491.2,265847.2843,250906548.2,67.9245283,Relatively Moderate,0.000153465,4.84499E-06,2.40161E-05,88.67924528,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,Not Applicable,,,,,1324.807844,46390303418,293926.0606,3.40954E+12,876929241.1,3.45681E+12,21866540.44,0.09077039,1052936.527,24282.44508,22943759.42,64.70588235,Relatively Low,4.11302E-05,3.01768E-08,2.19363E-06,64.70588235,115,53735.25987,5.31642E+11,3007950.532,3.48922E+13,11069543503,3.54349E+13,15206996.71,0.182238795,2113970.017,582034.8115,17903001.54,82.14285714,Very High,2.86038E-05,6.05857E-08,5.25798E-05,91.07142857,Mar-23
5,S06,California,CA,6,39501350,6.89836E+12,51791396256,165346.48,100,Very High,16334271892,11349370418,331.7951995,3848824314,1136077159,0.001645228,8.39959E-06,0.021935635,91.07142857,54,49123.43625,19000000,95,1102000000,1121000000,4451.911019,0.285158963,3307843.973,3312295.884,53.33333333,Relatively Moderate,6.45358E-10,7.21897E-09,26.66666667,,60.14519789,1.14757E+11,443934.4046,5.14964E+12,5.2644E+12,13401294.54,0.021048352,244160.8888,13645455.43,62.16216216,Relatively Moderate,1.94268E-06,5.32851E-10,29.72972973,3,159630.87,3608810520,10735.49705,1.24532E+11,222649495.5,1.28363E+11,228.5719366,0.004164649,48309.92411,108595.0666,157133.5627,21.42857143,Very Low,3.3134E-11,1.05431E-10,2.09678E-06,19.64285714,3570,159630.87,36922005816,36922005816,1031110421,1031110421,100,Very High,0.019908913,98.11320755,,165346.48,6.89827E+12,39538223,4.58643E+14,4.65542E+14,9614543798,313.1172868,3632160526,13246704324,100,Very High,0.001393744,91.95028844,98.21428571,4,159630.87,6.89836E+12,39501350,4.58216E+14,51791396256,4.65166E+14,467624.4762,0.076666067,889326.3749,2436903.866,3793854.717,39.62264151,Relatively Low,6.77878E-08,1.94085E-09,4.70523E-05,13.20754717,498,159630.87,6.82692E+12,39228862.8,4.55055E+14,51522245036,4.61933E+14,17783.54678,9.67540075,112234648.7,17422819.63,129675251.9,89.28571429,Very High,2.57794E-09,2.44938E-07,0.000336404,48.21428571,2,16192.5867,1.02136E+12,5892129.873,6.83487E+13,4148355632,6.93742E+13,61385.5587,4.59406E-06,53.29113341,4991.333077,66430.18291,4.761904762,Very Low,8.89858E-09,1.16E-13,9.63738E-08,4.761904762,,,,,,,,,,,,Not Applicable,,,,663,1317.60972,1.46096E+12,7238674.32,8.39686E+13,8.54296E+13,14385062.95,0.36747039,4262656.52,18647719.47,98.03921569,Very High,2.08529E-06,9.30273E-09,49.01960784,68,165346.48,6.89836E+12,39501350,4.58216E+14,4.65114E+14,460988.8342,0.53278698,6180328.965,6641317.8,34.69387755,Relatively Low,6.68259E-08,1.34878E-08,2.040816327,,5007.180983,2.6387E+11,1232290.927,1.42946E+13,13321205662,1.45718E+13,244290872.7,5.808258891,67375803.13,84664774.11,396331450,96.42857143,Relatively High,3.54129E-05,1.4704E-07,0.001634727,46.42857143,3,159630.87,6.89836E+12,39501350,4.58216E+14,51791396256,4.65166E+14,711246.4018,0.135818408,1575493.534,122945.6948,2409685.631,22.64150943,Relatively Low,1.03104E-07,3.43832E-09,2.37386E-06,9.433962264,350,165346.48,6.89836E+12,39501350,4.58216E+14,51791396256,4.65166E+14,35308340.48,1.162690427,13487208.95,92176.6134,48887726.05,47.16981132,Relatively Low,5.11837E-06,2.94342E-08,1.77977E-06,18.86792453,145,41.02676214,93401896342,322136.7666,3.73679E+12,3.83019E+12,581224.0331,0.01535147,178077.0504,759301.0836,88.88888889,Relatively High,8.42554E-08,3.88632E-10,11.11111111,3,208.7683237,1.20721E+11,535580.5515,6.21273E+12,6.33346E+12,6473739.575,0.066404097,770287.5289,7244027.104,81.81818182,Relatively Moderate,9.38447E-07,1.68106E-09,63.63636364,,1535.274557,3.42018E+11,1489254.482,1.72754E+13,5383743750,1.76228E+13,1418615377,0.441021163,5115845.49,113531.9177,1423844754,100,Very High,0.000205645,1.11647E-08,2.1921E-06,94.11764706,753,159630.87,2.21612E+12,12231551.07,1.41886E+14,14611764471,1.44117E+14,46999.91841,0.085667545,993743.5211,0.016322565,1040743.456,30.35714286,Relatively Low,6.8132E-09,2.16872E-09,3.15E-13,14.28571429,Mar-23
6,S08,Colorado,CO,8,5768835,1.03511E+12,8592360391,105145.76,53.57142857,Relatively Moderate,795064939,592695617.1,16.14529617,187285435.6,15083886.36,0.00057259,2.79871E-06,0.0017555,46.42857143,421,60986.54201,42000000,210,2436000000,2478000000,16310.40172,1.724790675,20007571.83,20023882.23,100,Very High,1.57571E-08,2.98984E-07,80,,,,,,,,,,,,Not Applicable,,,,61,105145.5678,9.24367E+11,5302454.044,6.15085E+13,8166688793,6.2441E+13,34799.67177,2.05921775,23886925.9,4557975.298,28479700.87,78.57142857,Relatively High,3.36192E-08,3.56956E-07,0.000530468,78.57142857,3696,105145.5678,1914999395,1914999395,1144306.953,1144306.953,35.8490566,Very Low,0.000133177,24.52830189,,105145.76,1.0351E+12,5773714,6.69751E+13,6.80102E+13,11918689.9,0.179425918,2081340.654,14000030.55,37.5,Very Low,1.15144E-05,0.360790464,32.14285714,107,105145.5678,1.03511E+12,5768835,6.69185E+13,8592360391,6.79622E+13,265956483,0.619232262,7183094.234,5880048.341,279019625.6,98.11320755,Very High,0.000256935,1.07341E-07,0.000684334,100,12,105145.5678,27958122470,155230.3851,1.80067E+12,102264648,1.82873E+12,6647.115513,0.098401007,1141451.679,1456.339057,1149555.133,23.21428571,Relatively Low,6.42163E-09,1.70573E-08,1.69492E-07,17.85714286,,,,,,,,,,,,,,Not Applicable,,,,,2,105145.5678,1.03507E+12,5768757.884,6.69176E+13,6.79527E+13,1430151.397,0.181829755,2109225.158,3539376.555,36,Relatively Low,1.38164E-06,3.15193E-08,20,158,253.9986033,1.7891E+11,737676.66,8.55705E+12,8.73596E+12,6633460.619,0.365350443,4238065.137,10871525.76,94.11764706,Relatively High,6.40844E-06,6.33318E-08,84.31372549,622,105145.76,1.03511E+12,5768835,6.69185E+13,6.79536E+13,862386.1427,2.537630391,29436512.53,30298898.68,89.79591837,Relatively High,8.33132E-07,4.39886E-07,91.83673469,,411.3799675,20583988330,89187.62633,1.03458E+12,473542775.2,1.05563E+12,73221911.82,1.911839352,22177336.48,2703662.918,98102911.22,73.21428571,Relatively Moderate,7.07381E-05,3.31408E-07,0.000314659,67.85714286,28,105145.5678,1.03511E+12,5768835,6.69185E+13,8592360391,6.79622E+13,9465181.466,1.046948644,12144604.27,236277.6605,21846063.4,45.28301887,Relatively Moderate,9.1441E-06,1.81484E-07,2.74986E-05,43.39622642,1693,105145.76,1.03511E+12,5768835,6.69185E+13,8592360391,6.79622E+13,108820055,5.270979307,61143359.96,543926.4933,170507341.5,58.49056604,Relatively Moderate,0.000105129,9.13699E-07,6.33035E-05,64.1509434,,,,,,,,,,,,Not Applicable,,,,,,,,,,,,,,,Not Applicable,,,,,1758.004199,1.35344E+11,623362.031,7.231E+12,1176170680,7.36752E+12,112124412.7,0.026949114,312609.7216,13664.01202,112450686.4,88.23529412,Relatively Moderate,0.000108321,4.6715E-09,1.59025E-06,76.47058824,1188,105145.5678,1.03511E+12,5768834.816,6.69185E+13,8592100275,6.79622E+13,2205127.851,0.122701552,1423338.005,2568.33985,3631034.196,51.78571429,Relatively Moderate,2.13032E-06,2.12697E-08,2.9891E-07,42.85714286,Mar-23
